cell_id,x_spring,y_spring,Potential,Pr_Er,Pr_Gr,Pr_Ly,Pr_DC,Pr_Mk,Pr_Mo,Pr_Ba
bBM1,255.9,-385.59,18.431,2.7139e-05,0.99954,4.0308e-05,0.00026518,2.9278e-06,0.00011634,5.807e-06
bBM4,303.1,-498.71,16.125,2.0574e-07,0.99999,3.2571e-07,1.0041e-05,2.9523e-08,1.2426e-06,8.3799e-08
bBM7,233.13,-316.2,19.285,0.00019211,0.99662,0.00029757,0.0018857,2.5194e-05,0.00093204,4.7887e-05
bBM8,281.3,-459.41,17.234,2.1976e-06,0.99994,4.1072e-06,3.8355e-05,2.866e-07,1.1434e-05,6.5573e-07
bBM9,348.64,-691.98,10.129,1.7378e-13,1,2.2458e-13,1.8204e-12,2.6002e-14,9.4752e-13,8.4199e-14
bBM12,211.31,-258.58,19.905,0.000729,0.98746,0.0010186,0.0068502,9.9998e-05,0.0036266,0.00021437
bBM13,353.35,-734.48,5.7718,0,1,1.462e-15,6.2819e-15,7.8101e-16,1.2664e-15,3.2165e-15
bBM14,299.1,-530.63,15.723,7.6702e-08,1,1.235e-07,8.6696e-07,1.042e-08,4.4969e-07,2.5477e-08
bBM15,280.47,-354.19,18.353,2.2771e-05,0.99963,2.2911e-05,0.00013122,4.1706e-06,0.0001716,1.637e-05
bBM16,148.14,-76.587,21.073,0.0034068,0.73592,0.01011,0.09503,0.0011938,0.15265,0.0016874
bBM17,113.86,-38.473,21.447,0.0091447,0.66534,0.045398,0.044421,0.0029592,0.22759,0.0051499
bBM19,322.8,-590.85,13.693,9.7285e-10,1,1.3997e-09,1.2056e-08,1.3559e-10,5.2399e-09,4.3433e-10
bBM20,167.55,71.71,19.637,7.9045e-05,0.015962,0.00066498,0.95005,2.8021e-05,0.033185,3.5209e-05
bBM21,162.53,-161.36,20.658,0.0053399,0.9303,0.010872,0.025166,0.00071094,0.026405,0.0012042
bBM22,362.5,-710.01,8.7026,7.7644e-16,1,2.9004e-14,2.1663e-13,3.9252e-15,1.1937e-13,1.5343e-14
bBM23,251.9,-289.81,19.402,0.00017322,0.99603,0.00028574,0.0020614,3.4351e-05,0.0013078,0.00011231
bBM24,246.55,-353.53,18.78,4.8604e-05,0.99643,9.2195e-05,0.0027816,7.6799e-06,0.00062316,1.7315e-05
bBM25,229.82,-277.94,19.688,0.00035919,0.99288,0.00050197,0.0036677,5.9543e-05,0.0023886,0.00014502
bBM26,220.75,-242.04,20.053,0.00073753,0.97804,0.0021335,0.012803,0.00012582,0.0058962,0.00026492
bBM27,233.13,-328.19,19.222,0.00045323,0.99704,0.00022599,0.0014557,2.2878e-05,0.00076263,3.8703e-05
bBM29,162.93,45.033,21.514,0.0069824,0.29315,0.014449,0.048614,0.0029625,0.6298,0.004042
bBM30,313.62,-446.32,16.835,6.7343e-07,0.99999,8.0984e-07,6.3185e-06,1.3741e-07,5.0383e-06,5.7406e-07
bBM32,45.734,46.436,21.637,0.011492,0.34828,0.047313,0.111,0.0062291,0.46863,0.0070534
bBM33,320.51,-497.02,15.62,4.2721e-08,1,6.3259e-08,8.2865e-07,7.8312e-09,3.0207e-07,2.8612e-08
bBM34,172.76,-52.931,21.022,0.0026052,0.574,0.0046893,0.071309,0.0007241,0.34562,0.0010514
bBM35,319.85,-592.8,13.936,1.5285e-09,1,2.1845e-09,1.8148e-08,2.2367e-10,8.5582e-09,7.5778e-10
bBM36,164.27,25.327,21.425,0.0056704,0.33265,0.017221,0.059387,0.0023347,0.57955,0.0031782
bBM37,312.21,-595.22,13.938,1.419e-09,1,1.9541e-09,1.4623e-08,1.7105e-10,7.2032e-09,4.4904e-10
bBM38,210.12,-234.82,20.164,0.0013231,0.97472,0.0021671,0.014008,0.00018363,0.0072022,0.00039798
bBM39,267.19,-319.15,18.802,4.1871e-05,0.99883,6.2469e-05,0.00059753,8.4247e-06,0.0004338,2.3133e-05
bBM40,77.377,-2.3598,21.563,0.0099477,0.51431,0.039508,0.082282,0.0043958,0.3437,0.0058519
bBM41,143.6,-52.993,21.214,0.0041404,0.66284,0.019509,0.10088,0.0015974,0.20856,0.0024693
bBM42,203.09,-104.24,20.781,0.0015918,0.77089,0.0028772,0.064806,0.0004166,0.1588,0.0006111
bBM43,303.99,-563.07,14.785,1.3756e-08,1,2.1654e-08,1.7494e-07,1.7676e-09,7.3479e-08,4.4525e-09
bBM44,297.81,-456.91,16.71,5.9502e-07,0.99998,9.2248e-07,1.2492e-05,9.3407e-08,3.5967e-06,2.9035e-07
bBM45,341.19,-661.04,11.071,1.2022e-12,1,1.7508e-12,1.4065e-11,1.6427e-13,6.3432e-12,4.9589e-13
bBM46,277.18,-1480.8,-100.25,1.4256e-16,1,4.593e-17,9.3163e-16,5.6774e-16,3.4574e-16,0
bBM47,200.04,-200.81,20.44,0.0021797,0.96812,0.0031253,0.012248,0.00040994,0.012941,0.00097621
bBM48,96.554,-24.878,21.435,0.010216,0.61143,0.04911,0.056793,0.0031909,0.26492,0.0043403
bBM49,146.18,-116.19,21.02,0.0057521,0.85719,0.03112,0.03376,0.0014003,0.068748,0.0020267
bBM51,208.96,-241.93,20.14,0.0010347,0.97801,0.001598,0.012606,0.00016622,0.0062281,0.00035364
bBM52,303.16,-545.55,15.313,3.6384e-08,1,5.8909e-08,5.9101e-07,4.7185e-09,1.9091e-07,1.2024e-08
bBM53,291.56,-473.36,16.541,5.1814e-07,0.99998,8.8692e-07,1.2587e-05,7.0715e-08,2.851e-06,1.7004e-07
bBM54,186.76,-186.39,20.38,0.0014033,0.97622,0.00146,0.0056181,0.00044077,0.013511,0.0013433
bBM55,173.21,-171.71,20.75,0.0025956,0.93238,0.0079225,0.023962,0.0006934,0.031322,0.0011217
bBM56,355.27,-597.37,13.02,1.6674e-10,1,2.2963e-10,3.0868e-09,3.0419e-11,1.2275e-09,1.0873e-10
bBM57,304.06,-417.66,17.302,2.186e-06,0.99996,2.6866e-06,2.0216e-05,4.3077e-07,1.5498e-05,1.6535e-06
bBM58,166.44,-155.21,20.823,0.003157,0.92225,0.009402,0.027936,0.00088367,0.034979,0.001391
bBM59,366.19,-841.48,-2.7423,9.3391e-15,1,1.0433e-16,0,2.276e-16,7.668e-16,2.0713e-15
bBM60,10.787,57.894,21.761,0.019362,0.40273,0.026796,0.06015,0.011825,0.46397,0.015171
bBM61,125.83,-50.358,21.402,0.0078147,0.68028,0.019374,0.046798,0.0025436,0.23891,0.0042758
bBM62,203.6,-177.51,20.545,0.0014156,0.95003,0.003004,0.015948,0.00041328,0.028294,0.00089925
bBM63,285.08,-437.89,17.177,2.8966e-06,0.99994,4.2133e-06,3.7929e-05,3.0622e-07,1.2104e-05,6.8658e-07
bBM64,242.67,-249.2,19.827,0.00049306,0.99196,0.00048923,0.0028705,9.0279e-05,0.0038235,0.00027478
bBM65,317.07,-473.2,16.218,1.8545e-07,1,2.4308e-07,2.0912e-06,3.5688e-08,1.4083e-06,1.3289e-07
bBM66,218.37,-238.68,20.019,0.00078332,0.97714,0.00094523,0.015162,0.00013608,0.0054774,0.00035946
bBM67,346.14,-692.79,9.8449,3.3809e-13,1,5.0956e-13,4.5512e-12,4.7281e-14,1.8445e-12,1.362e-13
bBM68,315.26,-590.41,14.066,1.7303e-09,1,2.5159e-09,2.1605e-08,2.4652e-10,9.6322e-09,7.6172e-10
bBM69,315.21,-458.62,16.647,3.3305e-07,0.99999,3.9741e-07,3.0726e-06,6.8924e-08,2.5383e-06,2.8421e-07
bBM70,366.51,-615.19,12.593,7.1367e-11,1,9.0299e-11,8.068e-10,1.4494e-11,5.2509e-10,6.3002e-11
bBM71,-1039.1,63.134,19.312,0.99958,4.9409e-05,0.00018196,7.1256e-05,2.974e-05,2.9463e-05,5.6544e-05
bBM72,326.5,-517.58,15.472,4.0649e-08,1,5.3084e-08,5.4271e-07,7.7726e-09,3.0528e-07,2.9593e-08
bBM73,104.38,16.346,21.514,0.0077946,0.40313,0.026225,0.098017,0.0034291,0.45705,0.0043601
bBM74,226.64,-201.01,20.449,0.0016684,0.96009,0.0038223,0.01736,0.00031014,0.016167,0.00058606
bBM75,308.1,-451.47,16.722,4.9709e-07,0.99999,4.893e-07,3.382e-06,1.2217e-07,3.5093e-06,6.6222e-07
bBM76,327.37,-512.66,15.826,8.4715e-08,1,1.0057e-07,1.1612e-06,1.7596e-08,7.8845e-07,6.862e-08
bBM77,325.29,-562.13,14.805,1.0643e-08,1,1.4312e-08,1.2026e-07,1.7249e-09,6.5754e-08,6.2251e-09
bBM78,137.49,36.068,21.538,0.0088091,0.33656,0.015988,0.051163,0.0036639,0.57877,0.0050503
bBM79,274.49,-362.2,18.296,1.7119e-05,0.99973,1.636e-05,0.00011098,3.5402e-06,0.00010359,1.8721e-05
bBM80,293.02,-463.66,16.887,8.3339e-07,0.99998,1.2574e-06,1.4305e-05,1.5065e-07,5.4088e-06,4.8571e-07
bBM81,224.49,-286.39,19.626,0.00035509,0.99333,0.00056611,0.0037484,5.2704e-05,0.0018266,0.00012084
bBM82,-1020.8,61.7,19.391,0.99953,6.2519e-05,0.00019576,6.1641e-05,3.8062e-05,3.8474e-05,7.1742e-05
bBM83,387.24,-759.9,4.4198,1.0482e-15,1,0,1.8813e-16,1.2796e-15,3.6191e-16,1.2183e-17
bBM84,298.82,-1398.4,-86.099,1.3118e-16,1,2.877e-17,6.5253e-16,7.3579e-17,1.2967e-15,0
bBM85,323.22,-476.44,16.404,2.1696e-07,1,2.4524e-07,1.8558e-06,4.9055e-08,1.759e-06,2.3317e-07
bBM86,351.65,-632.8,11.042,9.6402e-13,1,1.4603e-12,2.3488e-11,1.7107e-13,7.1228e-12,5.6813e-13
bBM87,329.79,-548.58,14.772,1.1236e-08,1,1.4754e-08,1.5199e-07,2.191e-09,8.5849e-08,8.358e-09
bBM88,147.54,-32.771,21.397,0.0068504,0.63144,0.014511,0.046798,0.0022499,0.29423,0.0039211
bBM89,-1033,78.097,19.471,0.99934,8.0819e-05,0.00028301,0.00010185,5.0162e-05,4.7346e-05,9.3258e-05
bBM90,361.87,-613.5,12.958,1.969e-10,1,2.3879e-10,1.9254e-09,3.6868e-11,1.3467e-09,1.5487e-10
bBM92,371.18,-711.23,8.5385,2.9749e-16,1,3.9409e-15,3.6552e-14,1.9241e-17,2.3202e-14,2.0932e-15
bBM93,310.65,-454.12,16.695,5.31e-07,0.99999,7.0283e-07,6.9541e-06,1.0069e-07,3.8186e-06,3.8178e-07
bBM94,381.62,-692.18,8.4046,3.0392e-14,1,2.5601e-14,2.2411e-13,5.9159e-15,1.4506e-13,3.7101e-14
bBM95,-869.55,129.65,20.745,0.98348,0.0022461,0.0061838,0.0018493,0.0018863,0.0010498,0.0033067
bBM96,-948.59,88.096,20.166,0.99664,0.00056354,0.0014951,0.00029983,0.00028159,0.0002093,0.00050765
bBM97,-999.37,73.112,19.413,0.99942,7.641e-05,0.00023422,6.4297e-05,5.957e-05,4.006e-05,0.00010433
bBM98,-1079.4,7.5391,17.428,0.99999,2.8922e-06,2.0852e-06,9.4321e-07,5.9014e-07,4.1254e-06,8.2763e-07
bBM99,-1052.3,41.758,18.878,0.99987,1.7252e-05,5.2265e-05,1.7178e-05,9.9693e-06,1.1972e-05,1.8493e-05
bBM100,390.61,-765.33,4.3709,2.7349e-15,1,2.6141e-15,1.132e-15,4.6812e-16,3.1636e-16,2.261e-16
bBM102,288.94,-1390.9,-85.443,6.3198e-15,1,1.7782e-16,1.2424e-15,4.6733e-16,2.6789e-15,9.036e-17
bBM103,393.57,-819.39,-0.062344,0,1,4.3323e-16,3.5717e-16,0,2.491e-16,5.0968e-17
bBM104,298.71,-427.16,17.275,1.8124e-06,0.99994,2.4437e-06,4.05e-05,3.2854e-07,1.2243e-05,1.1451e-06
bBM105,197.71,-224.08,20.284,0.0013177,0.97353,0.0023498,0.012986,0.00027371,0.0090869,0.00045241
bBM106,368.56,-637.44,11.948,1.8535e-11,1,2.4412e-11,2.6297e-10,3.7333e-12,1.2941e-10,1.8145e-11
bBM107,362.27,-850.58,-5.04,2.7292e-18,1,1.9674e-15,5.1914e-15,1.5169e-15,8.4381e-16,4.3756e-15
bBM108,150.89,27.513,21.574,0.0080268,0.36998,0.015741,0.05168,0.0032503,0.54655,0.004769
bBM109,215.35,-230.02,20.24,0.00098501,0.97377,0.0017098,0.014177,0.00019597,0.0086931,0.00047033
bBM110,333.39,-519.96,15.086,1.2453e-08,1,1.6483e-08,1.523e-07,2.5025e-09,9.9824e-08,9.5439e-09
bBM111,-1046.4,25.342,18.343,0.99996,5.2369e-06,1.5262e-05,5.1894e-06,2.9137e-06,3.7763e-06,5.3495e-06
bBM112,-1070.8,-138.31,1.6022,1,6.2649e-15,0,0,0,1.9193e-17,0
bBM113,128.72,22.395,21.559,0.0089144,0.41235,0.021126,0.052017,0.0036231,0.49684,0.0051252
bBM114,363.7,-936.67,-12.488,6.0547e-15,1,1.1917e-16,4.7473e-17,6.8347e-17,8.3743e-17,6.2567e-16
bBM115,200.23,-180.98,20.557,0.0015998,0.95737,0.0023004,0.016458,0.00043806,0.020827,0.0010032
bBM116,290.46,-516.62,16.167,1.9414e-07,1,3.2082e-07,2.3164e-06,2.6551e-08,1.152e-06,6.4403e-08
bBM117,302.64,-1402,-87.841,6.6937e-16,1,1.8177e-16,2.3115e-15,5.0451e-17,0,0
bBM118,-704.73,147.83,21.5,0.88224,0.022063,0.033526,0.01486,0.014706,0.013502,0.019098
bBM119,346.26,-556.79,14.446,6.9371e-09,1,7.6494e-09,5.0478e-08,1.5849e-09,5.2497e-08,7.6685e-09
bBM120,234.58,54.878,21.23,0.0033857,0.17503,0.0073204,0.042704,0.0012652,0.76845,0.0018509
bBM121,143.7,-14.758,21.48,0.0072856,0.54849,0.019868,0.051171,0.0026301,0.36626,0.0042884
bBM122,-488.98,391.39,21.115,0.053173,0.11779,0.014101,0.019703,0.018244,0.019095,0.75789
bBM123,295.87,-478.78,16.697,8.2463e-07,0.99999,7.8069e-07,5.9441e-06,1.2368e-07,4.117e-06,5.4551e-07
bBM124,252.91,-277.51,19.476,0.00019249,0.99541,0.0003464,0.002113,3.6798e-05,0.0018093,9.5686e-05
bBM125,188.74,-114.24,20.93,0.0026102,0.86701,0.0056235,0.020342,0.00081262,0.10199,0.001615
bBM126,-1030.3,51.176,18.947,0.99971,7.1348e-05,0.00010409,3.6326e-05,1.8255e-05,3.3595e-05,3.1328e-05
bBM127,396.79,-824.19,-1.0094,7.1341e-17,1,2.8333e-15,1.3361e-18,5.8232e-16,4.1548e-15,1.9801e-16
bBM128,388.8,-853.82,-3.8822,1.0674e-14,1,0,3.7043e-15,1.6058e-15,1.3446e-15,7.9858e-16
bBM129,210.61,45.381,21.363,0.004524,0.26178,0.0098662,0.047039,0.0017569,0.67256,0.0024725
bBM130,143.82,-3.5268,21.449,0.0073091,0.46668,0.027034,0.059565,0.0027899,0.43225,0.0043636
bBM131,382.51,-904.14,-9.4712,9.4162e-15,1,0,5.2077e-18,2.1177e-18,3.4364e-15,0
bBM132,-1034,92.36,19.658,0.99909,0.00011456,0.00039787,0.00013817,6.8489e-05,6.3221e-05,0.00013012
bBM133,262.56,-307.19,19.019,6.7568e-05,0.99878,6.8341e-05,0.00046006,1.4303e-05,0.00054184,6.983e-05
bBM134,336.51,-499.15,15.711,6.3739e-08,1,7.1527e-08,4.9402e-07,1.37e-08,4.7444e-07,6.189e-08
bBM135,-1064.2,-113.25,5.3349,1,1.5202e-14,9.1182e-16,5.5439e-16,2.0711e-17,2.6292e-15,0
bBM136,-987.75,85.962,20.008,0.99833,0.00021875,0.0007133,0.00024071,0.00012893,0.00013281,0.00023811
bBM137,330.48,-663.79,10.952,3.0438e-12,1,4.7602e-12,3.6097e-11,4.313e-13,1.6898e-11,1.3134e-12
bBM138,229.74,-317.35,19.327,0.00023167,0.99607,0.00035959,0.0019812,3.3886e-05,0.001265,6.0444e-05
bBM139,-952.21,97.241,20.285,0.99591,0.00055563,0.0017735,0.00041796,0.00036425,0.00030046,0.00067498
bBM140,197.06,38.905,21.44,0.0052612,0.28628,0.011281,0.047941,0.002079,0.64418,0.0029848
bBM141,153.82,49.246,21.46,0.0068735,0.25783,0.013582,0.049755,0.0032443,0.66442,0.0042937
bBM142,-1066.9,27.871,17.995,0.99998,2.9605e-06,7.1589e-06,2.2315e-06,1.4988e-06,2.2995e-06,2.803e-06
bBM143,156.04,-154,20.718,0.0036411,0.92881,0.011782,0.025613,0.00080333,0.028025,0.0013238
bBM144,181.8,-140.99,20.855,0.0029354,0.91803,0.0048519,0.016602,0.00087026,0.05478,0.0019305
bBM145,268,-1434.4,-94.694,1.1584e-14,1,4.7319e-15,8.6931e-15,4.1434e-15,2.7581e-15,3.6351e-15
bBM146,311.23,-557.29,14.944,2.0692e-08,1,3.0651e-08,2.4151e-07,2.8603e-09,1.1704e-07,8.0547e-09
bBM147,9.7156,55.152,21.823,0.021068,0.41747,0.036077,0.068978,0.012545,0.42785,0.016014
bBM148,-882.02,123.39,20.84,0.98202,0.0020818,0.0083138,0.0017122,0.0016778,0.0011206,0.0030768
bBM149,321.64,-506.35,15.876,1.1178e-07,1,1.1782e-07,9.4121e-07,2.6512e-08,7.669e-07,1.7831e-07
bBM150,320.63,-1278.4,-64.648,2.1074e-15,1,3.1122e-16,2.7889e-15,6.2459e-17,8.25e-16,2.3012e-16
bBM151,-1045.5,-55.138,12.591,1,2.6075e-11,7.5123e-11,2.3836e-11,1.5344e-11,1.729e-11,2.7048e-11
bBM152,-1026.5,90.6,19.631,0.9992,0.00010505,0.00034412,9.3279e-05,7.1545e-05,5.6638e-05,0.00013256
bBM153,-970.52,84.127,20.163,0.99775,0.00029178,0.0010324,0.00023043,0.00018676,0.00016845,0.00034431
bBM154,36.384,4.0459,21.626,0.016161,0.64759,0.051246,0.069573,0.0087305,0.1951,0.011599
bBM155,313.92,-569.06,14.637,7.6539e-09,1,1.1194e-08,9.4595e-08,1.1611e-09,4.3951e-08,4.015e-09
bBM156,-1072.9,48.555,18.722,0.99989,1.9414e-05,3.7264e-05,1.1927e-05,7.7835e-06,2.0223e-05,1.3186e-05
bBM157,-1064.5,11.38,18.017,0.99997,5.3179e-06,7.4213e-06,2.2098e-06,1.4223e-06,7.0006e-06,2.2466e-06
bBM158,-898.28,111.56,20.751,0.98681,0.001583,0.006129,0.001243,0.0012069,0.00076382,0.0022646
bBM159,374.35,-978,-18.481,2.0033e-16,1,0,0,0,2.4235e-16,0
bBM160,-820.58,142.41,21.149,0.95946,0.0053542,0.014633,0.004544,0.0050997,0.0025883,0.0083206
bBM161,-1047.2,63.038,18.836,0.99986,1.8742e-05,6.0188e-05,1.5568e-05,1.2434e-05,1.0457e-05,2.2696e-05
bBM162,-1049.8,-50.774,12.914,1,1.6142e-11,3.515e-11,1.1401e-11,7.1459e-12,1.2193e-11,1.4307e-11
bBM163,-1012.5,90.569,19.661,0.99878,0.00017187,0.00050244,0.00015466,0.00010447,9.1588e-05,0.000191
bBM164,121.77,-27.816,21.322,0.0062878,0.65816,0.024057,0.047613,0.0025004,0.25718,0.0041973
bBM165,-1027.5,78.134,19.489,0.99927,9.0876e-05,0.00031296,0.0001045,5.9077e-05,5.2379e-05,0.00010883
bBM166,108.29,-65.699,21.261,0.0072611,0.80911,0.020104,0.041172,0.0031933,0.11357,0.0055975
bBM167,308.18,-484.14,16.291,2.2845e-07,1,3.1451e-07,2.5528e-06,4.237e-08,1.6151e-06,1.6064e-07
bBM168,300.43,-1391.4,-85.297,5.8562e-15,1,0,0,0,0,0
bBM169,-918.95,118.36,20.578,0.99148,0.0011638,0.0035667,0.00089224,0.00082928,0.00058248,0.0014893
bBM170,-921.39,134.11,20.654,0.98947,0.0011987,0.0053053,0.00092289,0.00086689,0.0006372,0.0015987
bBM171,387.58,-926.45,-11.481,1.4733e-14,1,1.2184e-17,3.0485e-15,1.0267e-15,1.0005e-15,3.7344e-16
bBM172,-1055.5,62.863,19.043,0.99981,2.5675e-05,8.6002e-05,2.0633e-05,1.4096e-05,1.6186e-05,2.5668e-05
bBM173,-927.68,118.83,20.539,0.99249,0.0009259,0.0034322,0.00073265,0.00068297,0.00048423,0.0012475
bBM174,-956.46,116.84,20.281,0.99609,0.00051832,0.0017025,0.00039773,0.00036811,0.00025274,0.00066818
bBM175,201.65,-182.92,20.563,0.0016365,0.95874,0.0021905,0.011523,0.00045898,0.024373,0.0010785
bBM176,-918.26,90.171,20.357,0.99462,0.00074015,0.0021924,0.00055392,0.00056583,0.00034816,0.00097925
bBM177,-962.05,109.69,20.224,0.99545,0.00050294,0.0022998,0.00045769,0.00036616,0.000244,0.00067459
bBM178,-964.42,117.65,20.326,0.99486,0.00054324,0.0028208,0.00046643,0.00036288,0.00028469,0.00066492
bBM179,353.39,-621.33,12.975,1.5189e-10,1,1.8078e-10,1.5113e-09,2.9445e-11,1.0952e-09,1.2632e-10
bBM180,320.31,-1282.6,-66.316,3.2636e-15,1,1.0104e-15,1.2911e-15,8.0167e-16,1.8331e-15,0
bBM181,-1072.4,-13.243,15.816,1,9.7241e-09,2.4782e-08,7.6078e-09,4.9622e-09,8.1048e-09,8.8888e-09
bBM182,227.66,-229.82,20.06,0.00076158,0.97719,0.00073389,0.014139,0.00015366,0.0065777,0.00043931
bBM183,156.86,-74.475,21.143,0.0035379,0.75243,0.0093923,0.053432,0.0013431,0.17752,0.0023415
bBM184,337.07,-630.76,11.638,1.643e-11,1,2.4062e-11,2.074e-10,2.5536e-12,9.4355e-11,9.2418e-12
bBM185,255.47,-283.06,19.392,0.0001594,0.99655,0.00022752,0.0013916,3.3575e-05,0.0015319,0.0001099
bBM186,147.68,23.085,21.566,0.0080506,0.38706,0.015974,0.051718,0.0032025,0.52923,0.004771
bBM187,361.66,132.6,20.56,0.001404,0.01732,0.0024812,0.046865,0.00044956,0.93087,0.00060865
bBM188,-934.61,125.3,20.521,0.99277,0.0010015,0.0030788,0.00072819,0.00068541,0.00048739,0.0012472
bBM189,393.15,-827.69,-1.3404,1.2997e-14,1,3.3789e-15,0,2.3516e-16,0,1.7067e-15
bBM190,-225.61,159.75,22.452,0.13916,0.15418,0.13595,0.18277,0.13546,0.15682,0.095658
bBM191,-940.75,128.45,20.524,0.99302,0.00095397,0.0030376,0.0006938,0.0006421,0.00047437,0.0011801
bBM192,-815.41,134.65,21.167,0.95656,0.0053254,0.017461,0.0047754,0.0048452,0.0025228,0.0085152
bBM193,285.12,-385.97,17.86,4.9623e-06,0.99992,4.8505e-06,3.189e-05,1.0526e-06,3.1689e-05,5.3931e-06
bBM194,326.78,-509.94,15.426,2.6852e-08,1,3.57e-08,3.0934e-07,5.3183e-09,2.0893e-07,2.0634e-08
bBM195,240.05,81.03,21.081,0.0031323,0.090537,0.0063946,0.039972,0.0011477,0.8573,0.0015129
bBM196,-34.764,59.802,21.921,0.036962,0.53411,0.064275,0.087328,0.023863,0.21832,0.035139
bBM197,-1056.7,35.478,18.385,0.99997,4.831e-06,1.422e-05,3.9535e-06,2.7503e-06,3.0471e-06,5.1065e-06
bBM198,-979.59,108.77,20.21,0.9973,0.00034549,0.0012526,0.00027033,0.00022676,0.00018662,0.00041587
bBM199,-1002.1,76.748,19.813,0.99892,0.00014458,0.00046371,0.00012459,8.748e-05,9.3056e-05,0.00016245
bBM200,302.77,-1369.5,-82.059,6.0299e-15,1,7.0586e-16,1.4125e-15,9.7833e-16,1.6215e-15,2.4006e-17
bBM201,-1049.9,-36.017,14.71,1,2.5515e-09,3.5256e-09,1.2797e-09,8.2236e-10,3.0077e-09,1.3355e-09
bBM202,-1009,70.398,19.7,0.99915,0.00010906,0.00036821,0.00010849,7.0318e-05,6.3612e-05,0.00013282
bBM203,367.49,-1042,-27.628,4.1397e-15,1,2.8016e-17,8.6867e-19,1.4748e-16,4.0717e-16,0
bBM204,-1045.8,53.667,19.098,0.99971,3.6355e-05,0.00012498,4.9968e-05,2.0041e-05,2.5118e-05,3.7076e-05
bBM205,128.84,-3.4345,21.525,0.0092554,0.55587,0.020932,0.049796,0.0033687,0.35545,0.0053301
bBM206,-1067.7,30.357,18.015,0.99998,3.6199e-06,9.0014e-06,2.7307e-06,1.8093e-06,2.5484e-06,3.2545e-06
bBM208,288.23,-398.21,17.773,3.1753e-06,0.99993,4.172e-06,4.06e-05,5.5814e-07,2.0418e-05,1.8645e-06
bBM209,103.35,45.753,21.529,0.0075528,0.31655,0.024627,0.06811,0.0036246,0.57522,0.0043151
bBM210,-1050.4,-41.265,14.211,1,1.5569e-09,1.7928e-09,7.1443e-10,4.4114e-10,1.9075e-09,6.8019e-10
bBM211,300.64,-1366.7,-81.566,1.7963e-15,1,1.2863e-15,0,1.1073e-15,3.7112e-15,1.7656e-15
bBM212,-938.91,125.56,20.509,0.99304,0.00094876,0.0029872,0.00069191,0.00064526,0.00049735,0.0011857
bBM213,301.82,-1439.4,-93.732,4.3792e-15,1,7.8743e-17,7.3522e-15,0,4.0912e-16,0
bBM214,-1040.4,45.244,19.02,0.99983,2.1884e-05,7.0525e-05,2.1501e-05,1.3536e-05,1.3021e-05,2.5674e-05
bBM215,-1071.6,-18.832,15.686,1,1.8825e-09,4.5998e-09,1.3732e-09,9.299e-10,1.4154e-09,1.6547e-09
bBM216,242.79,81.994,20.525,0.0016245,0.050692,0.0051737,0.021096,0.0005471,0.91997,0.00089197
bBM217,-951.38,89.612,20.305,0.99584,0.00054134,0.0018372,0.0004401,0.00037326,0.00028761,0.00068176
bBM218,-946.79,129.29,20.438,0.99432,0.00079326,0.0022868,0.00060797,0.00057095,0.00039537,0.0010261
bBM219,-955.62,120.13,20.309,0.99546,0.00061878,0.0018589,0.00053261,0.00043158,0.00031004,0.00078315
bBM220,-919.98,135.41,20.7,0.99025,0.001266,0.0043364,0.00095868,0.00088823,0.00064144,0.0016625
bBM221,-825.85,140.17,21.151,0.95912,0.0052259,0.015801,0.0042952,0.0047506,0.0024366,0.0083726
bBM222,262.26,-1493,-114.91,7.8456e-15,1,1.5447e-17,0,0,2.164e-16,0
bBM223,-1053.2,25.11,18.09,0.99996,4.711e-06,1.8568e-05,8.5275e-06,2.6108e-06,3.045e-06,4.9204e-06
bBM224,-1047.2,40.853,18.533,0.99989,1.6745e-05,4.2157e-05,1.7938e-05,6.8184e-06,1.5341e-05,1.1921e-05
bBM225,215.03,-235.37,20.156,0.0018561,0.97644,0.0013552,0.012727,0.00017508,0.0070814,0.00036727
bBM226,-1010.3,57.577,19.466,0.99939,8.9252e-05,0.00024287,6.8673e-05,5.1094e-05,6.8877e-05,9.2389e-05
bBM227,-1078.5,60.809,18.766,0.9999,1.3613e-05,4.9609e-05,1.0598e-05,7.7271e-06,8.8539e-06,1.4012e-05
bBM228,195.3,-197.81,20.424,0.0020121,0.97359,0.0019456,0.0087077,0.00041494,0.012153,0.0011726
bBM229,-970.36,129.9,20.327,0.99606,0.00052757,0.0016886,0.00041595,0.0003616,0.00028029,0.00066467
bBM230,375.06,-970.87,-18.424,7.2314e-15,1,0,0,9.6356e-17,0,1.5669e-17
bBM231,3.2678,23.903,21.824,0.026602,0.55592,0.034783,0.074136,0.012578,0.28105,0.014929
bBM232,-1058.9,34.928,18.42,0.99993,1.3052e-05,2.1559e-05,6.6751e-06,4.5698e-06,1.3628e-05,7.4773e-06
bBM233,-923.7,130.4,20.648,0.99121,0.0011166,0.0039219,0.00085682,0.00079466,0.00058856,0.0015108
bBM234,-943.23,114.04,20.428,0.9943,0.00075037,0.002518,0.00061631,0.00050961,0.000369,0.00093735
bBM235,309.15,100.55,20.478,0.00096411,0.026206,0.0020767,0.066754,0.00027478,0.90331,0.00040963
bBM236,347.87,-706.03,9.2227,7.3053e-14,1,9.7713e-14,8.1331e-13,1.0685e-14,3.6651e-13,3.0331e-14
