cell_id,x_spring,y_spring,Potential,Pr_Er,Pr_Gr,Pr_Ly,Pr_DC,Pr_Mk,Pr_Mo,Pr_Ba
bBM2293,209.68,122.16,21.087,0.0048612,0.040299,0.0061843,0.03,0.0018974,0.91466,0.0020981
bBM2294,-445.54,222.48,22.068,0.28336,0.080251,0.061472,0.062493,0.084787,0.037995,0.38965
bBM2296,-163.1,225.31,22.491,0.10561,0.16431,0.20239,0.13592,0.11118,0.19254,0.088051
bBM2298,-218.95,207.69,22.538,0.1215,0.133,0.12544,0.24735,0.12628,0.13625,0.11017
bBM2299,-180.2,225.08,22.626,0.11327,0.15317,0.17778,0.15017,0.12742,0.16755,0.11065
bBM2300,-173.62,206.31,22.486,0.096374,0.14717,0.11239,0.13244,0.10814,0.25215,0.15133
bBM2301,-322.75,303.05,22.049,0.13414,0.067798,0.063694,0.17924,0.41263,0.05411,0.088392
bBM2302,-279.23,358.46,21.755,0.10153,0.074537,0.055965,0.12833,0.50696,0.05859,0.074083
bBM2303,-821.45,125.69,21.2,0.93274,0.0050552,0.04253,0.0047534,0.0044947,0.0023452,0.0080785
bBM2304,-100.82,512.16,16.268,2.7988e-06,2.577e-06,0.99979,0.00019852,3.093e-07,1.7278e-06,3.339e-07
bBM2306,-572.3,450.72,21.01,0.092086,0.052927,0.012684,0.017123,0.017035,0.014926,0.79322
bBM2307,-165.65,232.44,22.61,0.097499,0.14538,0.2307,0.16109,0.091434,0.17707,0.096833
bBM2308,-155.93,247.61,22.434,0.076139,0.08442,0.47162,0.12666,0.057896,0.11054,0.072731
bBM2309,-84.081,492.41,17.297,8.2233e-06,1.4541e-05,0.99938,0.00058484,1.6136e-06,1.1416e-05,1.7527e-06
bBM2310,-450.1,232.44,22.112,0.23597,0.087005,0.057043,0.064856,0.069108,0.045127,0.44089
bBM2311,214.67,-1541.7,-139.92,4.0396e-16,1,1.1659e-16,1.4551e-16,0,1.6328e-15,1.4303e-17
bBM2312,-90.392,547.35,15.544,3.6387e-07,3.3994e-07,0.99996,3.6982e-05,4.0149e-08,2.3197e-07,4.3296e-08
bBM2313,-187.65,237.91,22.636,0.11203,0.14537,0.15565,0.15901,0.11886,0.1892,0.11988
bBM2314,82.355,311.86,6.1297,6.2925e-14,1.2032e-12,1.2863e-11,1,6.9885e-14,4.0016e-12,3.2314e-14
bBM2315,-259.72,207.66,22.4,0.13781,0.12999,0.11969,0.13607,0.16257,0.10834,0.20552
bBM2316,-225.77,227.51,22.586,0.14353,0.1353,0.18884,0.13791,0.10941,0.13767,0.14733
bBM2317,-182.57,144.95,22.447,0.090975,0.13462,0.11644,0.31572,0.081155,0.19376,0.067322
bBM2318,-495.26,214.31,22.185,0.43464,0.068335,0.064033,0.06058,0.080355,0.038104,0.25395
bBM2319,-468.57,388.83,21.697,0.0849,0.10588,0.029042,0.050424,0.077213,0.054141,0.5984
bBM2320,-501.17,402.04,20.042,0.037675,0.067849,0.010186,0.014197,0.01351,0.013296,0.84329
bBM2321,156.2,97.713,20.276,0.00073756,0.013866,0.0014507,0.020476,0.0003358,0.96267,0.00046306
bBM2322,-186.46,233.58,22.583,0.13618,0.14309,0.19357,0.15527,0.096484,0.15537,0.12003
bBM2323,-901.98,-1520,-332.97,1,3.1034e-15,1.3155e-15,3.3481e-16,2.9727e-16,4.2498e-15,0
bBM2324,-586.28,188.25,21.991,0.63021,0.043318,0.055481,0.049273,0.07737,0.02684,0.11751
bBM2326,-166.67,185.47,22.497,0.10424,0.15412,0.16876,0.15731,0.10696,0.22101,0.087592
bBM2327,-168.55,247.32,22.62,0.089687,0.12694,0.26357,0.17255,0.10162,0.15325,0.092388
bBM2328,-151.05,168.44,22.398,0.073335,0.4001,0.11389,0.11511,0.094364,0.13282,0.070376
bBM2329,-1017.4,96.813,19.825,0.99799,0.00016769,0.0012529,0.00014339,0.00012621,9.2292e-05,0.00022962
bBM2330,194.78,-188.38,20.173,0.00044849,0.9891,0.00056192,0.0017507,0.00017333,0.0076126,0.00034823
bBM2332,-322.77,413.14,21.636,0.10775,0.052428,0.046822,0.14831,0.53207,0.041194,0.071424
bBM2333,-1094.6,-727.49,-80.041,1,1.1546e-15,2.1967e-15,9.4365e-16,1.2418e-15,1.3597e-15,0
bBM2334,-223.07,237.97,22.56,0.13102,0.13272,0.17146,0.15804,0.14516,0.13268,0.12892
bBM2335,127.83,94.704,20.473,0.0010947,0.019745,0.0024347,0.014965,0.00060185,0.96051,0.00065295
bBM2336,-367.26,178.37,22.277,0.26794,0.083829,0.11969,0.15655,0.18332,0.063587,0.12508
bBM2337,303.2,-488.58,16.253,2.1658e-07,0.99999,3.4212e-07,3.655e-06,3.8457e-08,1.4322e-06,1.3484e-07
bBM2338,77.777,307.3,8.0466,2.0704e-13,3.1556e-12,2.9023e-11,1,1.1303e-13,1.7154e-11,7.8373e-14
bBM2339,-317.12,335.47,21.729,0.13004,0.0646,0.065626,0.12374,0.48183,0.050841,0.08332
bBM2341,-337.65,235.16,22.303,0.1695,0.093222,0.070379,0.14564,0.2547,0.063971,0.20259
bBM2342,-196.68,237.37,22.626,0.10656,0.13776,0.19564,0.19248,0.10304,0.14198,0.12255
bBM2343,-1036.4,-1320.8,-233.65,1,3.0013e-15,0,2.0843e-17,0,0,0
bBM2344,-386.78,178.43,22.068,0.61996,0.090431,0.049382,0.058308,0.039779,0.079787,0.062348
bBM2345,80.728,308.38,7.6976,1.7878e-13,2.6894e-12,2.3464e-11,1,1.0178e-13,1.4803e-11,6.9288e-14
bBM2346,-183.32,226.65,22.566,0.10053,0.13964,0.19195,0.20735,0.11579,0.14761,0.097139
bBM2347,-227.95,200.02,22.515,0.13485,0.15764,0.13048,0.14488,0.14276,0.13289,0.15651
bBM2348,-99.776,493.44,15.896,3.5722e-06,6.5921e-06,0.99971,0.00027849,6.9263e-07,4.0289e-06,7.5111e-07
bBM2350,-203.89,215.19,22.23,0.046788,0.06595,0.67959,0.053652,0.041901,0.07122,0.040901
bBM2351,-1079.4,18.958,16.815,1,1.8318e-08,6.2683e-08,1.9729e-08,1.1897e-08,1.1041e-08,2.2296e-08
bBM2352,-122.92,184.99,22.411,0.079635,0.20596,0.11868,0.11112,0.068658,0.34336,0.07259
bBM2353,-177.04,189.38,22.57,0.10728,0.18053,0.15048,0.1709,0.10174,0.17623,0.11284
bBM2354,50.769,274.57,11.924,6.9189e-11,2.003e-09,8.6982e-09,1,3.4802e-11,5.7217e-09,2.6751e-11
bBM2355,-509.77,266.8,21.791,0.24104,0.067054,0.037459,0.041068,0.047382,0.02609,0.5399
bBM2356,-121.64,250.05,22.541,0.056684,0.095264,0.39772,0.18867,0.054433,0.1512,0.056027
bBM2357,-237.64,246.14,22.562,0.13882,0.12306,0.13416,0.14968,0.17932,0.12823,0.14672
bBM2358,-424.19,303.38,21.607,0.092975,0.09016,0.029141,0.042415,0.047821,0.029707,0.66778
bBM2359,-148.17,200.06,22.466,0.072312,0.11452,0.10737,0.16068,0.07245,0.39056,0.082104
bBM2360,-545.55,406.83,21.008,0.063287,0.0522,0.013732,0.018037,0.018886,0.014631,0.81923
bBM2363,-181.61,195.48,22.501,0.11132,0.16573,0.12993,0.15596,0.12981,0.20551,0.10175
bBM2364,-502.24,244.67,22.095,0.32056,0.070934,0.055399,0.051072,0.059484,0.034373,0.40817
bBM2365,169.96,-236.4,19.34,1.6031e-05,0.99979,3.3089e-05,6.3882e-05,1.3053e-05,7.2214e-05,1.4781e-05
bBM2366,-1103.7,-790.45,-91.032,1,1.1594e-15,1.5075e-15,1.632e-15,1.5853e-15,2.7286e-15,0
bBM2368,-638.67,161.28,21.73,0.80367,0.051481,0.032064,0.01875,0.022315,0.015053,0.056669
bBM2369,-576.17,477.52,20.716,0.048059,0.064442,0.012766,0.017609,0.017334,0.016189,0.8236
bBM2370,300.77,-1477.6,-97.262,0,1,5.5619e-16,2.3616e-15,5.9338e-17,3.8096e-16,1.5778e-17
bBM2371,-374.94,176.49,22.311,0.37318,0.082115,0.10267,0.11285,0.090447,0.067714,0.17102
bBM2372,-228.86,213.81,22.538,0.12719,0.15435,0.1493,0.13439,0.09908,0.14217,0.19351
bBM2373,-96.987,508.59,17.099,9.9508e-06,8.4602e-06,0.99859,0.001388,1.0978e-06,5.8664e-06,1.2293e-06
bBM2375,273.12,-1501.3,-103.41,0,1,0,1.6071e-15,0,1.1327e-15,0
bBM2377,-516.29,202.15,22.206,0.47012,0.066877,0.068646,0.057315,0.071575,0.037955,0.22751
bBM2379,-421.06,200.21,22.131,0.34921,0.073748,0.067848,0.11226,0.13893,0.049077,0.20893
bBM2380,-168.19,138.36,22.402,0.077574,0.13362,0.096598,0.22766,0.094978,0.30603,0.063537
bBM2381,-269.16,312.94,22.219,0.17796,0.25688,0.10259,0.086652,0.036135,0.21966,0.12013
bBM2383,-123.48,247.62,22.457,0.045174,0.076374,0.54246,0.12914,0.041322,0.12065,0.044875
bBM2384,-311.21,165.36,21.897,0.21273,0.038207,0.037306,0.59524,0.049832,0.036821,0.029858
bBM2385,-477.06,265.79,21.723,0.17088,0.070049,0.034906,0.04473,0.047683,0.027075,0.60468
bBM2386,-199.39,254.62,21.925,0.045678,0.074843,0.037348,0.057122,0.033946,0.43644,0.31463
bBM2388,-111.73,528.35,12.988,1.4363e-07,8.6479e-08,0.99999,8.3516e-06,1.2501e-08,5.6178e-08,1.264e-08
bBM2389,-453.98,390.54,21.277,0.049985,0.084119,0.01795,0.024254,0.020362,0.057921,0.74541
bBM2390,-616.13,183.42,21.979,0.65546,0.036823,0.080646,0.034659,0.043636,0.019008,0.12977
bBM2391,-460.68,282.27,21.694,0.14929,0.081239,0.03506,0.042763,0.050793,0.029362,0.61149
bBM2392,195.17,-1513.6,-117.18,5.8757e-16,1,4.0877e-17,1.2132e-15,7.0502e-16,1.8642e-15,0
bBM2393,-146.49,209.6,22.608,0.098433,0.16957,0.16034,0.15215,0.10078,0.22842,0.090321
bBM2394,-466.85,239.53,22.109,0.28911,0.079738,0.059978,0.060721,0.07082,0.035822,0.40381
bBM2395,-199.38,230.88,22.531,0.12451,0.12989,0.22297,0.13482,0.076363,0.17766,0.13379
bBM2396,-214.91,234.26,22.223,0.048263,0.052575,0.6815,0.059674,0.052843,0.063176,0.041971
bBM2397,-224.11,254.34,22.118,0.051626,0.039565,0.64747,0.11993,0.054449,0.037718,0.049247
bBM2398,209.43,-1532.1,-127.23,8.3128e-17,1,1.746e-16,4.8774e-16,0,4.538e-16,0
bBM2399,-204.81,251.79,22.662,0.11813,0.15408,0.1484,0.16773,0.12932,0.14417,0.13817
bBM2400,387.87,-837.57,-1.732,9.6345e-16,1,3.179e-17,8.1392e-16,0,1.1836e-15,0
bBM2401,178.43,-1555.4,-123.88,2.1364e-15,1,7.8206e-17,1.3279e-17,2.0189e-18,3.0281e-16,0
bBM2402,-264.53,204.89,22.453,0.19615,0.14299,0.12089,0.13999,0.15345,0.1078,0.13873
bBM2403,-901.27,97.863,20.749,0.98976,0.0013714,0.0044442,0.0010214,0.0009264,0.00080051,0.0016714
bBM2404,-582.51,485.25,20.892,0.051504,0.055114,0.011732,0.016287,0.016201,0.014579,0.83458
bBM2405,-461.76,196.41,22.181,0.43405,0.064831,0.10845,0.075556,0.11998,0.04106,0.15608
bBM2406,-189.61,253.24,22.488,0.090049,0.12036,0.28076,0.1539,0.074244,0.17418,0.1065
bBM2407,-280.11,272.16,22.294,0.15743,0.08978,0.11205,0.13934,0.31018,0.080045,0.11118
bBM2408,-795.62,83.559,20.861,0.96743,0.0091864,0.0047301,0.0035508,0.0027263,0.0099176,0.0024637
bBM2409,-236.58,248.68,22.479,0.13124,0.12705,0.12398,0.14248,0.22822,0.11331,0.13372
bBM2410,-135.25,239.26,22.613,0.072872,0.12659,0.31268,0.15399,0.069216,0.18544,0.079214
bBM2411,-134.79,184,22.43,0.071884,0.11828,0.11879,0.15741,0.073056,0.39866,0.06192
bBM2412,387.78,-766.5,3.9818,1.3115e-16,1,3.1876e-16,1.2702e-15,1.3541e-15,2.434e-15,2.0673e-16
bBM2413,230.27,-1504.5,-115.38,4.7097e-15,1,4.6983e-16,1.051e-15,2.0857e-16,1.8366e-15,0
bBM2414,-147.62,284.04,21.093,0.00032107,0.00052099,0.99695,0.00099222,0.00027882,0.00062006,0.00031402
bBM2415,-527.06,198.76,22.133,0.50353,0.062123,0.072327,0.054216,0.069396,0.031806,0.2066
bBM2416,-335.75,285.11,21.78,0.42371,0.08239,0.033223,0.079007,0.21879,0.10661,0.056267
bBM2417,224.77,-1516.6,-119.42,2.1684e-14,1,2.3384e-15,3.9682e-15,6.8925e-16,2.9101e-15,5.5144e-17
bBM2418,-225.15,214.36,22.458,0.13068,0.14288,0.12341,0.19269,0.12295,0.14112,0.14627
bBM2419,-220.16,243.78,22.552,0.10718,0.12871,0.30125,0.11871,0.10098,0.12346,0.11971
bBM2420,-160.41,186.39,22.451,0.10808,0.18639,0.13495,0.13806,0.13735,0.2009,0.094269
bBM2421,-183.48,154.43,22.504,0.12153,0.18888,0.11907,0.16669,0.092394,0.21773,0.09371
bBM2422,-313.81,214.54,22.436,0.18561,0.13071,0.11468,0.13059,0.11973,0.093222,0.22546
bBM2423,276.35,-1497,-100.83,9.5703e-17,1,1.3255e-16,1.7933e-15,1.6123e-17,9.5951e-16,0
bBM2424,-250.86,162.92,22.486,0.11819,0.12549,0.098872,0.31789,0.1164,0.11084,0.11233
bBM2425,-1071.5,-1242.6,-206.96,1,1.9473e-15,5.4304e-16,1.4377e-16,1.2407e-15,3.7319e-15,1.4023e-15
bBM2426,-579.73,491.86,20.867,0.046932,0.05153,0.011233,0.015647,0.0156,0.013819,0.84524
bBM2428,-171.28,240.9,22.589,0.093583,0.15309,0.20833,0.14995,0.10451,0.18702,0.10352
bBM2431,167.69,-1540.8,-120.32,4.1099e-15,1,1.4561e-16,3.8077e-16,1.5482e-17,6.9984e-16,0
bBM2432,-902.7,-1515.9,-333.55,1,7.2996e-16,4.0636e-16,1.5871e-16,3.3906e-17,1.5561e-15,0
bBM2433,-548.13,181.64,22.122,0.54907,0.064861,0.07,0.055716,0.076179,0.033289,0.15089
bBM2436,-380.05,280.95,22.044,0.22922,0.076295,0.060394,0.12548,0.33788,0.048049,0.12268
bBM2437,-188.93,274.06,21.706,0.01409,0.0099896,0.37951,0.56619,0.0064978,0.010867,0.012856
bBM2438,-82.08,123.07,21.681,0.012851,0.098858,0.014824,0.79744,0.010065,0.048856,0.017107
bBM2439,-160.16,214.23,22.6,0.096011,0.15128,0.17945,0.17996,0.092801,0.21007,0.090419
bBM2442,-142.21,157.72,22.382,0.080741,0.13709,0.087585,0.15065,0.074189,0.40401,0.065739
bBM2443,-93.797,466.6,17.593,2.0939e-05,3.1647e-05,0.99925,0.0006292,4.118e-06,6.1923e-05,4.0461e-06
bBM2445,86.741,309.22,6.0601,5.9077e-14,1.1812e-12,1.212e-11,1,5.5354e-14,4.2681e-12,3.0342e-14
bBM2446,-191.84,228.22,22.601,0.11377,0.16406,0.15278,0.16188,0.1347,0.15921,0.1136
bBM2448,-229.21,222.49,22.562,0.16083,0.1274,0.1898,0.14473,0.11249,0.12809,0.13666
bBM2449,-30.992,94.961,21.943,0.028121,0.25638,0.042223,0.093011,0.025189,0.53295,0.022125
bBM2450,-183.08,189.29,22.587,0.12262,0.15237,0.13846,0.16257,0.13372,0.18773,0.10254
bBM2451,349.74,-709.68,9.6781,9.2865e-14,1,1.7958e-13,1.2779e-12,1.4893e-14,6.8225e-13,3.7803e-14
bBM2452,-220.66,240.08,22.593,0.133,0.13671,0.13474,0.16856,0.14142,0.15764,0.12793
bBM2453,195.86,-1567.7,-127.61,1.0129e-14,1,1.2108e-15,1.348e-15,0,1.6336e-15,5.0248e-17
bBM2454,-78.373,528.07,16.452,1.5748e-06,2.4238e-06,0.99937,0.00062312,2.508e-07,1.6646e-06,2.8869e-07
bBM2455,53.3,285.28,11.128,1.2e-11,4.9964e-10,1.11e-08,1,1.4089e-11,4.8329e-10,7.5601e-12
bBM2456,-320.21,360.01,18.943,0.0029018,7.0877e-05,0.9964,0.00041004,9.3943e-05,3.9293e-05,8.899e-05
bBM2457,-639.94,170.28,21.873,0.76361,0.036464,0.040889,0.027855,0.031104,0.022274,0.077802
bBM2458,-522.98,170.3,22.097,0.63715,0.057461,0.063047,0.056735,0.075325,0.041043,0.069238
bBM2459,-155.49,236.17,22.388,0.062259,0.17369,0.26337,0.13336,0.06038,0.21456,0.092376
bBM2460,-355.49,167.66,22.303,0.31105,0.13742,0.081669,0.11027,0.15687,0.069743,0.13296
bBM2461,188.84,-1575.1,-126.16,4.2066e-15,1,1.0373e-16,1.2873e-17,0,1.8217e-16,0
bBM2462,-888.07,134.03,20.726,0.98634,0.0015319,0.0053683,0.001418,0.001435,0.00078218,0.0031275
bBM2463,-128.01,218.92,22.463,0.065591,0.12483,0.31872,0.17466,0.068903,0.18923,0.058063
bBM2465,-214.77,259.42,21.971,0.059832,0.10859,0.12885,0.1112,0.028419,0.24554,0.31756
bBM2467,-579.05,484.71,20.85,0.047292,0.054148,0.011603,0.016163,0.016125,0.014484,0.84019
bBM2468,42.928,259.96,13.136,6.9223e-10,7.1977e-08,1.8658e-07,1,4.6816e-10,3.6972e-08,4.4502e-10
bBM2469,-352.98,181.02,22.355,0.26188,0.11166,0.084012,0.1172,0.10846,0.08595,0.23083
bBM2470,-272.88,211.11,22.456,0.17921,0.13587,0.10399,0.12348,0.136,0.11659,0.20486
bBM2475,-237.88,218.17,22.398,0.13046,0.11833,0.121,0.1709,0.24931,0.11615,0.093856
bBM2476,-427.84,308.39,21.773,0.087137,0.11226,0.031443,0.039465,0.03815,0.030848,0.66069
bBM2478,-254.66,165.84,22.262,0.25519,0.17622,0.080119,0.10154,0.15119,0.13607,0.099661
bBM2480,-147.65,366.76,20.087,0.00046421,0.00053236,0.99511,0.0015978,0.00045176,0.0012526,0.00059591
bBM2481,-221.54,306.93,22.403,0.10444,0.099979,0.10364,0.14615,0.3591,0.099189,0.087494
bBM2482,-157.41,159.35,22.416,0.095959,0.24695,0.1009,0.13389,0.09635,0.22993,0.096024
bBM2485,-401.31,222.86,21.882,0.71343,0.036882,0.029862,0.041197,0.079477,0.03146,0.067689
bBM2488,-102.12,539.21,12.977,1.0979e-07,7.7086e-08,0.99999,7.0243e-06,1.0079e-08,4.9414e-08,1.0487e-08
bBM2490,-119.68,280.7,22.112,0.019047,0.032942,0.76016,0.10529,0.017414,0.046311,0.018833
bBM2491,-152.65,232.56,22.536,0.071658,0.11869,0.36387,0.11814,0.071526,0.18017,0.075945
bBM2492,-915.52,-1512.1,-329.94,1,8.9419e-15,1.077e-15,5.9246e-16,5.783e-16,5.6261e-15,5.8516e-17
bBM2494,-300.27,277.12,20.351,0.0012063,7.1732e-05,0.99844,8.0338e-05,7.8823e-05,6.9927e-05,5.1537e-05
bBM2495,-327.59,308.78,22.104,0.1711,0.072646,0.06277,0.13797,0.39063,0.055974,0.10891
bBM2497,-95.363,518.96,14.593,3.2861e-07,4.009e-07,0.99998,1.9601e-05,3.5008e-08,2.1945e-07,3.9511e-08
bBM2498,-286.72,313.96,21.965,0.12508,0.083776,0.061861,0.12104,0.40527,0.068389,0.13459
bBM2502,-587.62,279.69,21.601,0.34699,0.047521,0.026977,0.024114,0.028103,0.016663,0.50964
bBM2503,-620.19,503.61,21.11,0.07186,0.059975,0.018031,0.024861,0.025682,0.018769,0.78082
bBM2505,-231.19,198.92,22.542,0.11222,0.11873,0.14177,0.22769,0.15049,0.11658,0.13251
bBM2507,-389.56,178.2,22.025,0.75593,0.037137,0.037265,0.043218,0.05126,0.038897,0.036294
bBM2508,-366.36,201.71,22.167,0.34199,0.073274,0.091354,0.094673,0.19785,0.055552,0.1453
bBM2509,-305.87,229.47,22.281,0.19193,0.084267,0.27615,0.10209,0.10376,0.062275,0.17953
bBM2510,-171.88,230.48,22.6,0.096779,0.14701,0.19381,0.16221,0.11018,0.18812,0.10189
bBM2511,-886.67,106.54,20.303,0.99237,0.001043,0.0020054,0.001134,0.0013191,0.00093657,0.0011962
bBM2512,-1074.1,53.081,19.011,0.99983,2.1668e-05,6.6013e-05,1.7234e-05,1.4867e-05,1.419e-05,3.6075e-05
bBM2513,-1018.1,27.867,18.858,0.99983,2.0461e-05,7.7256e-05,1.6448e-05,1.4179e-05,1.1692e-05,2.6873e-05
bBM2514,325.72,-484.29,16.034,1.7268e-07,1,2.5842e-07,1.5782e-06,3.4023e-08,1.535e-06,1.0887e-07
bBM2516,-826.32,129.82,21.156,0.96476,0.0044129,0.012317,0.0038865,0.004322,0.0021471,0.0081512
bBM2519,-314.12,342.93,22.087,0.13657,0.075745,0.062231,0.13601,0.40175,0.063514,0.12419
bBM2522,-1073.2,-1263.4,-208.95,1,2.7343e-15,4.7664e-16,1.9398e-15,0,1.0564e-15,0
bBM2524,-94.1,540.23,15.601,4.504e-07,4.7324e-07,0.99993,6.7553e-05,5.4109e-08,3.1907e-07,5.8995e-08
bBM2526,-550.47,381.68,21.737,0.13159,0.071353,0.029491,0.034962,0.045266,0.025118,0.66222
bBM2527,352.28,-705.26,9.6734,1.6552e-13,1,2.5659e-13,2.0699e-12,2.32e-14,9.4402e-13,6.6472e-14
bBM2528,-307.84,222.35,22.339,0.15916,0.12301,0.084561,0.10803,0.092328,0.10923,0.32368
bBM2530,-914.68,46.739,18.549,0.9999,7.3133e-05,6.1938e-06,7.5477e-06,2.3112e-06,8.5542e-06,3.05e-06
bBM2532,-381.77,211.73,22.363,0.29087,0.089649,0.1038,0.081279,0.076496,0.074041,0.28386
bBM2533,-388.12,259.34,22.044,0.25399,0.067227,0.079698,0.10731,0.25932,0.04863,0.18382
bBM2536,-440.78,133.66,21.809,0.57083,0.22683,0.030327,0.027934,0.033647,0.044611,0.065814
bBM2538,-586.9,477.47,19.474,0.029652,0.033936,0.0076004,0.010482,0.010537,0.0090177,0.89877
bBM2540,-983.76,69.786,19.367,0.99941,9.6523e-05,0.00017794,5.6793e-05,5.4243e-05,4.1368e-05,0.00015914
bBM2544,-898.66,129.69,20.471,0.9803,0.0018211,0.002132,0.0014962,0.0014287,0.001164,0.011663
bBM2545,228.4,132.84,20.688,0.0025493,0.024877,0.0042744,0.024296,0.0015218,0.94081,0.0016697
bBM2548,-532.99,278.24,21.682,0.6099,0.034232,0.02532,0.028227,0.027275,0.022461,0.25258
bBM2549,180.25,-1559.1,-124.29,3.3265e-15,1,6.6558e-17,1.7022e-17,0,2.9754e-16,0
bBM2554,183.74,-1560.8,-125.1,4.6501e-15,1,1.9428e-16,3.6316e-17,0,1.5702e-16,1.5014e-17
bBM2560,-92.514,533.38,16.138,1.003e-06,1.2743e-06,0.99977,0.00022746,1.3723e-07,8.4655e-07,1.5271e-07
bBM2565,-382.22,74.824,20.464,0.71577,0.094143,0.0018812,0.014944,0.008124,0.16281,0.0023336
bBM2572,-65.412,91.579,22.092,0.051508,0.33848,0.050187,0.10639,0.034583,0.38396,0.034889
bBM2624,292.06,-514.6,16.164,2.2192e-07,1,3.8486e-07,2.6267e-06,2.9419e-08,1.2134e-06,6.5814e-08
bBM2626,280.92,-411.34,17.722,4.6176e-06,0.9996,7.6232e-06,0.00035511,6.7254e-07,3.0114e-05,1.7094e-06
bBM2627,281.42,-481.79,16.956,1.2283e-06,0.99997,2.1113e-06,1.3867e-05,1.7488e-07,7.8814e-06,4.0757e-07
bBM2628,243.47,-263.81,19.693,0.00036874,0.99217,0.00052819,0.0037086,6.3542e-05,0.0029967,0.00016187
bBM2629,351.19,-649.07,11.685,1.4939e-11,1,1.5963e-11,1.247e-10,2.1118e-12,7.8256e-11,7.7371e-12
bBM2630,302.8,-568.49,14.487,9.6703e-09,1,1.1288e-08,8.474e-08,1.4536e-09,4.5305e-08,5.2076e-09
bBM2632,359.11,-822.65,0.27027,8.0184e-15,1,3.3472e-16,7.0612e-18,5.7074e-16,1.449e-15,3.5812e-16
bBM2633,202.26,-192.75,20.457,0.0016102,0.93385,0.0025692,0.044496,0.00034326,0.016379,0.00074809
bBM2634,210.51,-209.03,20.285,0.001935,0.98047,0.0012687,0.005987,0.00030969,0.0090715,0.00095983
bBM2635,325.21,-628.94,12.613,1.823e-10,1,2.7954e-10,2.2074e-09,2.39e-11,1.0066e-09,6.3134e-11
bBM2636,217.62,-210.64,20.217,0.0013165,0.98159,0.0011423,0.0056143,0.0002621,0.0093315,0.00074765
bBM2637,372.82,-638.72,11.727,5.4977e-12,1,6.761e-12,5.659e-11,1.1297e-12,4.0526e-11,4.6901e-12
bBM2638,327.55,-1233.1,-56.579,1.2574e-16,1,0,0,0,8.56e-17,0
bBM2639,191.5,-234.69,20.142,0.001924,0.97311,0.010244,0.0083754,0.00020819,0.005798,0.00034145
bBM2640,185.55,-109.88,19.649,0.00020079,0.19144,0.0003491,0.80296,2.9634e-05,0.0049625,5.4817e-05
bBM2642,288.73,-1378.8,-83.958,1.9602e-15,1,9.0827e-18,6.326e-16,0,9.305e-16,0
bBM2643,5.6007,53.298,21.659,0.040148,0.3707,0.023764,0.073499,0.008322,0.47407,0.0095012
bBM2644,121.77,-41.64,21.41,0.010463,0.65168,0.016086,0.060404,0.0026236,0.25411,0.0046337
bBM2645,213.96,-273.18,19.72,0.00082675,0.9909,0.0024925,0.0029933,7.0625e-05,0.0025919,0.00012531
bBM2646,-1045.7,-55.34,11.16,1,1.1935e-14,1.2603e-15,2.5898e-16,0,3.7094e-15,0
bBM2647,332.92,-587.68,14.126,2.6117e-09,1,3.1823e-09,2.642e-08,4.3721e-10,1.5987e-08,1.7721e-09
bBM2648,233.44,-247.18,19.903,0.0005545,0.99078,0.00057357,0.0028261,0.00014277,0.0045451,0.00057474
bBM2649,193.84,-200.4,20.495,0.0031947,0.95387,0.0088075,0.017222,0.00045609,0.015647,0.00080718
bBM2651,105.02,-34.766,21.443,0.010971,0.68189,0.022476,0.044488,0.0036654,0.22961,0.0069015
bBM2652,226.55,-249.39,19.87,0.00059224,0.98505,0.0015228,0.0087988,9.3663e-05,0.0037474,0.00019882
bBM2653,371.28,-652.25,11.049,9.3546e-13,1,1.3773e-12,1.0026e-11,3.1621e-13,6.0646e-12,8.8867e-13
bBM2654,272.28,-343.86,18.442,2.1088e-05,0.99955,3.3024e-05,0.00021255,3.7851e-06,0.00016341,1.1195e-05
bBM2655,312.97,-452.73,16.696,5.4822e-07,0.99999,7.1186e-07,7.8755e-06,1.1197e-07,4.5331e-06,4.263e-07
bBM2656,288.06,-496.13,16.349,3.5421e-07,0.99999,6.0684e-07,4.9652e-06,4.7751e-08,1.98e-06,1.1731e-07
bBM2657,333.47,-642.74,11.828,2.5339e-11,1,3.7685e-11,3.2938e-10,3.4052e-12,1.3508e-10,9.8653e-12
bBM2658,306.93,108.16,20.805,0.0016059,0.037728,0.0034149,0.035432,0.00056966,0.92053,0.00071802
bBM2660,260.57,-409.2,18.269,2.4245e-05,0.99962,3.0558e-05,0.00020395,2.7549e-06,0.00011311,5.2749e-06
bBM2661,162.75,29.86,21.193,0.0032126,0.32709,0.0082443,0.065999,0.0012417,0.5926,0.0016147
bBM2662,341.4,-584.56,13.723,6.1904e-10,1,8.8065e-10,8.0332e-09,1.129e-10,4.4889e-09,3.8267e-10
bBM2663,221.27,-274.57,19.77,0.00042066,0.99168,0.00072257,0.0043367,6.8741e-05,0.0026208,0.00014682
bBM2664,-1053.5,-4.8751,16.438,1,2.8471e-08,6.1582e-08,2.0908e-08,1.1585e-08,2.521e-08,2.0597e-08
bBM2665,269.52,-452.59,16.895,7.7613e-07,0.99998,1.0972e-06,8.2777e-06,1.8196e-07,5.0514e-06,7.2618e-07
